,0
4091,Klebsiella_pneumoniae
4092,Salmonella_enterica
4093,Escherichia_fergusonii
4094,Bacteroides_fragilis
4095,Escherichia_fergusonii
4096,Campylobacter_jejuni
4097,Streptococcus_pyogenes
4098,Bacteroides_fragilis
4099,Enterococcus_hirae
4100,Escherichia_coli
4101,Salmonella_enterica
4102,Streptococcus_pneumoniae
4103,Streptococcus_pneumoniae
4104,Bacteroides_fragilis
4105,Streptococcus_pyogenes
4106,Salmonella_enterica
4107,Streptococcus_pneumoniae
4108,Streptococcus_pneumoniae
4109,Escherichia_fergusonii
4110,Staphylococcus_aureus
4111,Bacteroides_fragilis
4112,Streptococcus_pneumoniae
4113,Enterococcus_hirae
4114,Enterococcus_hirae
4115,Escherichia_coli
4116,Streptococcus_pneumoniae
4117,Bacteroides_fragilis
4118,Streptococcus_pneumoniae
4119,Streptococcus_pyogenes
4120,Salmonella_enterica
4121,Escherichia_coli
4122,Streptococcus_pneumoniae
4123,Escherichia_fergusonii
4124,Escherichia_coli
4125,Streptococcus_pyogenes
4126,Enterococcus_hirae
4127,Bacteroides_fragilis
4128,Bacteroides_fragilis
4129,Salmonella_enterica
4130,Escherichia_coli
4131,Streptococcus_pneumoniae
4132,Bacteroides_fragilis
4133,Enterococcus_hirae
4134,Enterococcus_hirae
4135,Escherichia_fergusonii
4136,Streptococcus_pneumoniae
4137,Streptococcus_pneumoniae
4138,Escherichia_fergusonii
4139,Escherichia_fergusonii
4140,Escherichia_fergusonii
4141,Escherichia_coli
4142,Enterococcus_hirae
4143,Bacteroides_fragilis
4144,Staphylococcus_aureus
4145,Streptococcus_pyogenes
4146,Escherichia_fergusonii
4147,Escherichia_coli
4148,Staphylococcus_aureus
4149,Streptococcus_pyogenes
4150,Streptococcus_pyogenes
4151,Staphylococcus_aureus
4152,Streptococcus_pneumoniae
4153,Enterococcus_hirae
4154,Streptococcus_pyogenes
4155,Enterococcus_hirae
4156,Enterococcus_hirae
4157,Streptococcus_pyogenes
4158,Escherichia_coli
4159,Bacteroides_fragilis
4160,Escherichia_fergusonii
4161,Streptococcus_pyogenes
4162,Escherichia_fergusonii
4163,Enterococcus_hirae
4164,Escherichia_fergusonii
4165,Salmonella_enterica
4166,Enterococcus_hirae
4167,Escherichia_fergusonii
4168,Streptococcus_pneumoniae
4169,Enterococcus_hirae
4170,Streptococcus_pyogenes
4171,Enterococcus_hirae
4172,Escherichia_fergusonii
4173,Streptococcus_pneumoniae
4174,Bacteroides_fragilis
4175,Salmonella_enterica
4176,Streptococcus_pneumoniae
4177,Bacteroides_fragilis
4178,Escherichia_coli
4179,Streptococcus_pyogenes
4180,Streptococcus_pneumoniae
4181,Bacteroides_fragilis
4182,Escherichia_coli
4183,Streptococcus_pyogenes
4184,Streptococcus_pneumoniae
4185,Bacteroides_fragilis
4186,Escherichia_coli
4187,Escherichia_fergusonii
4188,Enterococcus_hirae
4189,Enterococcus_hirae
4190,Enterococcus_hirae
4191,Streptococcus_pneumoniae
4192,Streptococcus_pyogenes
4193,Escherichia_fergusonii
4194,Streptococcus_pyogenes
4195,Enterococcus_hirae
4196,Escherichia_coli
4197,Streptococcus_pyogenes
4198,Escherichia_fergusonii
4199,Streptococcus_pyogenes
4200,Streptococcus_pyogenes
4201,Enterococcus_hirae
4202,Streptococcus_pneumoniae
4203,Klebsiella_pneumoniae
4204,Enterococcus_hirae
4205,Klebsiella_pneumoniae
4206,Streptococcus_pyogenes
4207,Enterococcus_hirae
4208,Klebsiella_pneumoniae
4209,Campylobacter_jejuni
4210,Streptococcus_pneumoniae
4211,Streptococcus_pneumoniae
4212,Klebsiella_pneumoniae
4213,Bacteroides_fragilis
4214,Staphylococcus_aureus
4215,Staphylococcus_aureus
4216,Escherichia_fergusonii
4217,Enterococcus_hirae
4218,Enterococcus_hirae
4219,Streptococcus_pyogenes
4220,Bacteroides_fragilis
4221,Streptococcus_pyogenes
4222,Escherichia_fergusonii
4223,Escherichia_coli
4224,Escherichia_coli
4225,Staphylococcus_aureus
4226,Salmonella_enterica
4227,Escherichia_coli
4228,Bacteroides_fragilis
4229,Salmonella_enterica
4230,Streptococcus_pyogenes
4231,Bacteroides_fragilis
4232,Campylobacter_jejuni
4233,Streptococcus_pneumoniae
4234,Staphylococcus_aureus
4235,Streptococcus_pyogenes
4236,Staphylococcus_aureus
4237,Klebsiella_pneumoniae
4238,Streptococcus_pneumoniae
4239,Escherichia_coli
4240,Staphylococcus_aureus
4241,Streptococcus_pneumoniae
4242,Bacteroides_fragilis
4243,Enterococcus_hirae
4244,Salmonella_enterica
4245,Escherichia_fergusonii
4246,Streptococcus_pneumoniae
4247,Streptococcus_pyogenes
4248,Streptococcus_pyogenes
4249,Enterococcus_hirae
4250,Escherichia_coli
4251,Streptococcus_pneumoniae
4252,Streptococcus_pyogenes
4253,Streptococcus_pyogenes
4254,Enterococcus_hirae
4255,Campylobacter_jejuni
4256,Streptococcus_pneumoniae
4257,Escherichia_fergusonii
4258,Streptococcus_pneumoniae
4259,Escherichia_fergusonii
4260,Staphylococcus_aureus
4261,Escherichia_coli
4262,Enterococcus_hirae
4263,Bacteroides_fragilis
4264,Streptococcus_pyogenes
4265,Staphylococcus_aureus
4266,Escherichia_coli
4267,Enterococcus_hirae
4268,Escherichia_fergusonii
4269,Salmonella_enterica
4270,Staphylococcus_aureus
4271,Streptococcus_pyogenes
4272,Klebsiella_pneumoniae
4273,Enterococcus_hirae
4274,Escherichia_fergusonii
4275,Escherichia_fergusonii
4276,Escherichia_fergusonii
4277,Escherichia_fergusonii
4278,Streptococcus_pneumoniae
4279,Enterococcus_hirae
4280,Salmonella_enterica
4281,Streptococcus_pneumoniae
4282,Enterococcus_hirae
4283,Escherichia_fergusonii
4284,Enterococcus_hirae
4285,Streptococcus_pyogenes
4286,Salmonella_enterica
4287,Enterococcus_hirae
4288,Escherichia_coli
4289,Escherichia_fergusonii
4290,Streptococcus_pyogenes
4291,Salmonella_enterica
4292,Salmonella_enterica
4293,Streptococcus_pyogenes
4294,Streptococcus_pyogenes
4295,Salmonella_enterica
4296,Bacteroides_fragilis
4297,Bacteroides_fragilis
4298,Salmonella_enterica
4299,Enterococcus_hirae
4300,Salmonella_enterica
4301,Bacteroides_fragilis
4302,Enterococcus_hirae
4303,Enterococcus_hirae
4304,Campylobacter_jejuni
4305,Escherichia_fergusonii
4306,Klebsiella_pneumoniae
4307,Bacteroides_fragilis
4308,Bacteroides_fragilis
4309,Escherichia_coli
4310,Bacteroides_fragilis
4311,Staphylococcus_aureus
4312,Streptococcus_pyogenes
4313,Streptococcus_pneumoniae
4314,Bacteroides_fragilis
4315,Streptococcus_pneumoniae
4316,Escherichia_coli
4317,Streptococcus_pyogenes
4318,Bacteroides_fragilis
4319,Escherichia_fergusonii
4320,Bacteroides_fragilis
4321,Streptococcus_pneumoniae
4322,Bacteroides_fragilis
4323,Bacteroides_fragilis
4324,Escherichia_fergusonii
4325,Klebsiella_pneumoniae
4326,Escherichia_fergusonii
4327,Streptococcus_pyogenes
4328,Bacteroides_fragilis
4329,Enterococcus_hirae
4330,Salmonella_enterica
4331,Bacteroides_fragilis
4332,Streptococcus_pneumoniae
4333,Bacteroides_fragilis
4334,Bacteroides_fragilis
4335,Bacteroides_fragilis
4336,Streptococcus_pyogenes
4337,Streptococcus_pyogenes
4338,Streptococcus_pneumoniae
4339,Staphylococcus_aureus
4340,Staphylococcus_aureus
4341,Campylobacter_jejuni
4342,Streptococcus_pneumoniae
4343,Streptococcus_pyogenes
4344,Escherichia_fergusonii
4345,Streptococcus_pneumoniae
4346,Streptococcus_pneumoniae
4347,Escherichia_fergusonii
4348,Escherichia_fergusonii
4349,Streptococcus_pneumoniae
4350,Bacteroides_fragilis
4351,Streptococcus_pyogenes
4352,Enterococcus_hirae
4353,Salmonella_enterica
4354,Enterococcus_hirae
4355,Staphylococcus_aureus
4356,Streptococcus_pneumoniae
4357,Staphylococcus_aureus
4358,Bacteroides_fragilis
4359,Staphylococcus_aureus
4360,Salmonella_enterica
4361,Staphylococcus_aureus
4362,Streptococcus_pyogenes
4363,Escherichia_coli
4364,Enterococcus_hirae
4365,Bacteroides_fragilis
4366,Bacteroides_fragilis
4367,Klebsiella_pneumoniae
4368,Streptococcus_pyogenes
4369,Streptococcus_pneumoniae
4370,Enterococcus_hirae
4371,Escherichia_coli
4372,Streptococcus_pneumoniae
4373,Klebsiella_pneumoniae
4374,Streptococcus_pyogenes
4375,Escherichia_coli
4376,Campylobacter_jejuni
4377,Streptococcus_pyogenes
4378,Enterococcus_hirae
4379,Enterococcus_hirae
4380,Escherichia_fergusonii
4381,Escherichia_fergusonii
4382,Enterococcus_hirae
4383,Streptococcus_pneumoniae
4384,Klebsiella_pneumoniae
4385,Streptococcus_pneumoniae
4386,Bacteroides_fragilis
4387,Streptococcus_pneumoniae
4388,Bacteroides_fragilis
4389,Streptococcus_pneumoniae
4390,Klebsiella_pneumoniae
4391,Escherichia_coli
4392,Streptococcus_pneumoniae
4393,Streptococcus_pyogenes
4394,Streptococcus_pyogenes
4395,Salmonella_enterica
4396,Streptococcus_pyogenes
4397,Campylobacter_jejuni
4398,Salmonella_enterica
4399,Escherichia_fergusonii
4400,Enterococcus_hirae
4401,Escherichia_fergusonii
4402,Staphylococcus_aureus
4403,Bacteroides_fragilis
4404,Escherichia_coli
4405,Enterococcus_hirae
4406,Escherichia_coli
4407,Enterococcus_hirae
4408,Escherichia_coli
4409,Enterococcus_hirae
4410,Streptococcus_pneumoniae
4411,Escherichia_coli
4412,Enterococcus_hirae
4413,Enterococcus_hirae
4414,Streptococcus_pneumoniae
4415,Campylobacter_jejuni
4416,Escherichia_fergusonii
4417,Bacteroides_fragilis
4418,Streptococcus_pyogenes
4419,Escherichia_coli
4420,Klebsiella_pneumoniae
4421,Streptococcus_pyogenes
4422,Salmonella_enterica
4423,Escherichia_fergusonii
4424,Escherichia_coli
4425,Escherichia_coli
4426,Escherichia_fergusonii
4427,Escherichia_fergusonii
4428,Enterococcus_hirae
4429,Escherichia_coli
4430,Escherichia_fergusonii
4431,Streptococcus_pyogenes
4432,Bacteroides_fragilis
4433,Escherichia_fergusonii
4434,Streptococcus_pyogenes
4435,Bacteroides_fragilis
4436,Streptococcus_pyogenes
4437,Salmonella_enterica
4438,Salmonella_enterica
4439,Bacteroides_fragilis
4440,Bacteroides_fragilis
4441,Bacteroides_fragilis
4442,Bacteroides_fragilis
4443,Campylobacter_jejuni
4444,Enterococcus_hirae
4445,Salmonella_enterica
4446,Klebsiella_pneumoniae
4447,Staphylococcus_aureus
4448,Salmonella_enterica
4449,Enterococcus_hirae
4450,Streptococcus_pneumoniae
4451,Escherichia_fergusonii
4452,Salmonella_enterica
4453,Escherichia_fergusonii
4454,Streptococcus_pneumoniae
4455,Bacteroides_fragilis
4456,Streptococcus_pneumoniae
4457,Escherichia_coli
4458,Bacteroides_fragilis
4459,Enterococcus_hirae
4460,Klebsiella_pneumoniae
4461,Klebsiella_pneumoniae
4462,Streptococcus_pyogenes
4463,Escherichia_fergusonii
4464,Streptococcus_pneumoniae
4465,Enterococcus_hirae
4466,Campylobacter_jejuni
4467,Streptococcus_pneumoniae
4468,Escherichia_fergusonii
4469,Escherichia_coli
4470,Klebsiella_pneumoniae
4471,Campylobacter_jejuni
4472,Bacteroides_fragilis
4473,Enterococcus_hirae
4474,Streptococcus_pyogenes
4475,Streptococcus_pyogenes
4476,Bacteroides_fragilis
4477,Enterococcus_hirae
4478,Salmonella_enterica
4479,Streptococcus_pneumoniae
4480,Escherichia_coli
4481,Escherichia_fergusonii
4482,Streptococcus_pyogenes
4483,Streptococcus_pneumoniae
4484,Streptococcus_pyogenes
4485,Streptococcus_pyogenes
4486,Bacteroides_fragilis
4487,Streptococcus_pneumoniae
4488,Escherichia_coli
4489,Campylobacter_jejuni
4490,Streptococcus_pneumoniae
4491,Escherichia_coli
4492,Streptococcus_pneumoniae
4493,Staphylococcus_aureus
4494,Streptococcus_pneumoniae
4495,Streptococcus_pyogenes
4496,Streptococcus_pyogenes
4497,Streptococcus_pyogenes
4498,Salmonella_enterica
4499,Salmonella_enterica
4500,Escherichia_fergusonii
4501,Enterococcus_hirae
4502,Bacteroides_fragilis
4503,Escherichia_coli
4504,Streptococcus_pyogenes
4505,Enterococcus_hirae
4506,Escherichia_fergusonii
4507,Streptococcus_pyogenes
4508,Escherichia_coli
4509,Streptococcus_pneumoniae
4510,Salmonella_enterica
4511,Enterococcus_hirae
4512,Escherichia_fergusonii
4513,Escherichia_fergusonii
4514,Streptococcus_pneumoniae
4515,Streptococcus_pyogenes
4516,Bacteroides_fragilis
4517,Streptococcus_pyogenes
4518,Escherichia_fergusonii
4519,Staphylococcus_aureus
4520,Enterococcus_hirae
4521,Streptococcus_pyogenes
4522,Streptococcus_pyogenes
4523,Streptococcus_pyogenes
4524,Bacteroides_fragilis
4525,Bacteroides_fragilis
4526,Escherichia_coli
4527,Streptococcus_pneumoniae
4528,Streptococcus_pneumoniae
4529,Bacteroides_fragilis
4530,Escherichia_fergusonii
4531,Enterococcus_hirae
4532,Bacteroides_fragilis
4533,Streptococcus_pyogenes
4534,Klebsiella_pneumoniae
4535,Bacteroides_fragilis
4536,Escherichia_coli
4537,Enterococcus_hirae
4538,Salmonella_enterica
4539,Bacteroides_fragilis
4540,Streptococcus_pyogenes
4541,Escherichia_coli
4542,Salmonella_enterica
4543,Bacteroides_fragilis
4544,Bacteroides_fragilis
4545,Enterococcus_hirae
4546,Streptococcus_pyogenes
4547,Escherichia_coli
4548,Salmonella_enterica
4549,Streptococcus_pneumoniae
4550,Escherichia_coli
4551,Escherichia_fergusonii
4552,Bacteroides_fragilis
4553,Salmonella_enterica
4554,Salmonella_enterica
4555,Salmonella_enterica
4556,Bacteroides_fragilis
4557,Campylobacter_jejuni
4558,Bacteroides_fragilis
4559,Escherichia_fergusonii
4560,Staphylococcus_aureus
4561,Campylobacter_jejuni
4562,Streptococcus_pyogenes
4563,Staphylococcus_aureus
4564,Bacteroides_fragilis
4565,Bacteroides_fragilis
4566,Streptococcus_pyogenes
4567,Streptococcus_pneumoniae
4568,Enterococcus_hirae
4569,Salmonella_enterica
4570,Enterococcus_hirae
4571,Streptococcus_pneumoniae
4572,Bacteroides_fragilis
4573,Campylobacter_jejuni
4574,Bacteroides_fragilis
4575,Escherichia_fergusonii
4576,Streptococcus_pneumoniae
4577,Streptococcus_pneumoniae
4578,Klebsiella_pneumoniae
4579,Escherichia_fergusonii
4580,Streptococcus_pneumoniae
4581,Escherichia_fergusonii
4582,Streptococcus_pneumoniae
4583,Streptococcus_pyogenes
4584,Enterococcus_hirae
4585,Escherichia_fergusonii
4586,Streptococcus_pneumoniae
4587,Streptococcus_pneumoniae
4588,Salmonella_enterica
4589,Enterococcus_hirae
4590,Klebsiella_pneumoniae
4591,Enterococcus_hirae
4592,Streptococcus_pyogenes
4593,Streptococcus_pneumoniae
4594,Salmonella_enterica
4595,Escherichia_fergusonii
4596,Streptococcus_pneumoniae
4597,Escherichia_coli
4598,Escherichia_coli
4599,Escherichia_coli
4600,Enterococcus_hirae
4601,Enterococcus_hirae
4602,Streptococcus_pneumoniae
4603,Escherichia_fergusonii
4604,Escherichia_fergusonii
4605,Streptococcus_pyogenes
4606,Escherichia_coli
4607,Streptococcus_pyogenes
4608,Escherichia_coli
4609,Klebsiella_pneumoniae
4610,Escherichia_fergusonii
4611,Klebsiella_pneumoniae
4612,Bacteroides_fragilis
4613,Streptococcus_pyogenes
4614,Streptococcus_pneumoniae
4615,Bacteroides_fragilis
4616,Escherichia_fergusonii
4617,Enterococcus_hirae
4618,Bacteroides_fragilis
4619,Escherichia_coli
4620,Streptococcus_pyogenes
4621,Streptococcus_pyogenes
4622,Enterococcus_hirae
4623,Streptococcus_pneumoniae
4624,Enterococcus_hirae
4625,Enterococcus_hirae
4626,Streptococcus_pneumoniae
4627,Enterococcus_hirae
4628,Bacteroides_fragilis
4629,Escherichia_fergusonii
4630,Streptococcus_pyogenes
4631,Streptococcus_pyogenes
4632,Bacteroides_fragilis
4633,Streptococcus_pneumoniae
4634,Streptococcus_pyogenes
4635,Bacteroides_fragilis
4636,Enterococcus_hirae
4637,Bacteroides_fragilis
4638,Streptococcus_pneumoniae
4639,Escherichia_fergusonii
4640,Streptococcus_pneumoniae
4641,Escherichia_fergusonii
4642,Escherichia_fergusonii
4643,Bacteroides_fragilis
4644,Campylobacter_jejuni
4645,Klebsiella_pneumoniae
4646,Streptococcus_pneumoniae
4647,Escherichia_coli
4648,Streptococcus_pneumoniae
4649,Streptococcus_pyogenes
4650,Salmonella_enterica
4651,Klebsiella_pneumoniae
4652,Enterococcus_hirae
4653,Streptococcus_pyogenes
4654,Streptococcus_pyogenes
4655,Escherichia_coli
4656,Streptococcus_pneumoniae
4657,Streptococcus_pyogenes
4658,Streptococcus_pneumoniae
4659,Campylobacter_jejuni
4660,Bacteroides_fragilis
4661,Salmonella_enterica
4662,Streptococcus_pneumoniae
4663,Streptococcus_pyogenes
4664,Streptococcus_pneumoniae
4665,Bacteroides_fragilis
4666,Escherichia_fergusonii
4667,Escherichia_fergusonii
4668,Escherichia_coli
4669,Bacteroides_fragilis
4670,Staphylococcus_aureus
4671,Streptococcus_pyogenes
4672,Bacteroides_fragilis
4673,Bacteroides_fragilis
4674,Escherichia_coli
4675,Escherichia_fergusonii
4676,Enterococcus_hirae
4677,Escherichia_fergusonii
4678,Campylobacter_jejuni
4679,Escherichia_fergusonii
4680,Streptococcus_pyogenes
4681,Enterococcus_hirae
4682,Bacteroides_fragilis
4683,Staphylococcus_aureus
4684,Streptococcus_pyogenes
4685,Streptococcus_pyogenes
4686,Bacteroides_fragilis
4687,Streptococcus_pneumoniae
4688,Streptococcus_pneumoniae
4689,Salmonella_enterica
4690,Escherichia_coli
4691,Bacteroides_fragilis
4692,Escherichia_fergusonii
4693,Streptococcus_pneumoniae
4694,Enterococcus_hirae
4695,Bacteroides_fragilis
4696,Bacteroides_fragilis
4697,Salmonella_enterica
4698,Streptococcus_pneumoniae
4699,Streptococcus_pyogenes
4700,Escherichia_coli
4701,Enterococcus_hirae
4702,Streptococcus_pneumoniae
4703,Streptococcus_pyogenes
4704,Streptococcus_pneumoniae
4705,Escherichia_fergusonii
4706,Escherichia_coli
4707,Campylobacter_jejuni
4708,Streptococcus_pneumoniae
4709,Enterococcus_hirae
4710,Escherichia_coli
4711,Bacteroides_fragilis
4712,Campylobacter_jejuni
4713,Bacteroides_fragilis
4714,Bacteroides_fragilis
4715,Escherichia_coli
4716,Escherichia_fergusonii
4717,Enterococcus_hirae
4718,Enterococcus_hirae
4719,Salmonella_enterica
4720,Bacteroides_fragilis
4721,Streptococcus_pyogenes
4722,Streptococcus_pneumoniae
4723,Escherichia_coli
4724,Bacteroides_fragilis
4725,Staphylococcus_aureus
4726,Streptococcus_pyogenes
4727,Escherichia_fergusonii
4728,Bacteroides_fragilis
4729,Streptococcus_pyogenes
4730,Salmonella_enterica
4731,Streptococcus_pneumoniae
4732,Campylobacter_jejuni
4733,Bacteroides_fragilis
4734,Streptococcus_pneumoniae
4735,Escherichia_coli
4736,Escherichia_coli
4737,Bacteroides_fragilis
4738,Enterococcus_hirae
4739,Salmonella_enterica
4740,Escherichia_coli
4741,Enterococcus_hirae
4742,Streptococcus_pneumoniae
4743,Streptococcus_pneumoniae
4744,Escherichia_fergusonii
4745,Klebsiella_pneumoniae
4746,Salmonella_enterica
4747,Streptococcus_pneumoniae
4748,Bacteroides_fragilis
4749,Salmonella_enterica
4750,Salmonella_enterica
4751,Bacteroides_fragilis
4752,Streptococcus_pyogenes
4753,Streptococcus_pneumoniae
4754,Enterococcus_hirae
4755,Escherichia_coli
4756,Escherichia_fergusonii
4757,Escherichia_fergusonii
4758,Escherichia_coli
4759,Bacteroides_fragilis
4760,Escherichia_coli
4761,Enterococcus_hirae
4762,Enterococcus_hirae
4763,Enterococcus_hirae
4764,Streptococcus_pyogenes
4765,Streptococcus_pyogenes
4766,Enterococcus_hirae
4767,Streptococcus_pyogenes
4768,Salmonella_enterica
4769,Bacteroides_fragilis
4770,Bacteroides_fragilis
4771,Bacteroides_fragilis
4772,Streptococcus_pyogenes
4773,Escherichia_fergusonii
4774,Escherichia_fergusonii
4775,Escherichia_coli
4776,Klebsiella_pneumoniae
4777,Enterococcus_hirae
4778,Streptococcus_pyogenes
4779,Bacteroides_fragilis
4780,Streptococcus_pneumoniae
4781,Bacteroides_fragilis
4782,Enterococcus_hirae
4783,Escherichia_fergusonii
4784,Bacteroides_fragilis
4785,Streptococcus_pyogenes
4786,Escherichia_fergusonii
4787,Streptococcus_pyogenes
4788,Bacteroides_fragilis
4789,Klebsiella_pneumoniae
4790,Bacteroides_fragilis
4791,Salmonella_enterica
4792,Escherichia_fergusonii
4793,Bacteroides_fragilis
4794,Staphylococcus_aureus
4795,Staphylococcus_aureus
4796,Escherichia_fergusonii
4797,Escherichia_coli
4798,Escherichia_coli
4799,Escherichia_fergusonii
4800,Escherichia_fergusonii
4801,Salmonella_enterica
4802,Streptococcus_pneumoniae
4803,Streptococcus_pyogenes
4804,Streptococcus_pyogenes
4805,Escherichia_fergusonii
4806,Enterococcus_hirae
4807,Streptococcus_pyogenes
4808,Enterococcus_hirae
4809,Streptococcus_pyogenes
4810,Escherichia_coli
4811,Klebsiella_pneumoniae
4812,Streptococcus_pyogenes
4813,Enterococcus_hirae
4814,Salmonella_enterica
4815,Salmonella_enterica
4816,Escherichia_fergusonii
4817,Staphylococcus_aureus
4818,Salmonella_enterica
4819,Escherichia_fergusonii
4820,Streptococcus_pneumoniae
4821,Staphylococcus_aureus
4822,Enterococcus_hirae
4823,Salmonella_enterica
4824,Enterococcus_hirae
4825,Bacteroides_fragilis
4826,Streptococcus_pneumoniae
4827,Enterococcus_hirae
4828,Bacteroides_fragilis
4829,Streptococcus_pyogenes
4830,Salmonella_enterica
4831,Streptococcus_pyogenes
4832,Escherichia_coli
4833,Escherichia_fergusonii
4834,Enterococcus_hirae
4835,Bacteroides_fragilis
4836,Streptococcus_pneumoniae
4837,Streptococcus_pneumoniae
4838,Staphylococcus_aureus
4839,Streptococcus_pyogenes
4840,Streptococcus_pyogenes
4841,Streptococcus_pneumoniae
4842,Streptococcus_pneumoniae
4843,Escherichia_fergusonii
4844,Streptococcus_pyogenes
4845,Bacteroides_fragilis
4846,Bacteroides_fragilis
4847,Enterococcus_hirae
4848,Enterococcus_hirae
4849,Enterococcus_hirae
4850,Enterococcus_hirae
4851,Streptococcus_pyogenes
4852,Escherichia_coli
4853,Bacteroides_fragilis
4854,Streptococcus_pneumoniae
4855,Enterococcus_hirae
4856,Staphylococcus_aureus
4857,Staphylococcus_aureus
4858,Streptococcus_pyogenes
4859,Escherichia_fergusonii
4860,Escherichia_fergusonii
4861,Streptococcus_pneumoniae
4862,Streptococcus_pneumoniae
4863,Salmonella_enterica
4864,Staphylococcus_aureus
4865,Enterococcus_hirae
4866,Enterococcus_hirae
4867,Bacteroides_fragilis
4868,Streptococcus_pyogenes
4869,Escherichia_coli
4870,Streptococcus_pyogenes
4871,Streptococcus_pyogenes
4872,Staphylococcus_aureus
4873,Streptococcus_pyogenes
4874,Escherichia_fergusonii
4875,Streptococcus_pyogenes
4876,Streptococcus_pneumoniae
4877,Escherichia_fergusonii
4878,Escherichia_coli
4879,Bacteroides_fragilis
4880,Bacteroides_fragilis
4881,Escherichia_coli
4882,Campylobacter_jejuni
4883,Campylobacter_jejuni
4884,Salmonella_enterica
4885,Bacteroides_fragilis
4886,Campylobacter_jejuni
4887,Escherichia_fergusonii
4888,Klebsiella_pneumoniae
4889,Enterococcus_hirae
4890,Streptococcus_pyogenes
4891,Salmonella_enterica
4892,Streptococcus_pyogenes
4893,Streptococcus_pneumoniae
4894,Enterococcus_hirae
4895,Escherichia_fergusonii
4896,Enterococcus_hirae
4897,Enterococcus_hirae
4898,Streptococcus_pyogenes
4899,Escherichia_coli
4900,Streptococcus_pneumoniae
4901,Escherichia_fergusonii
4902,Escherichia_coli
4903,Streptococcus_pneumoniae
4904,Streptococcus_pneumoniae
4905,Enterococcus_hirae
4906,Salmonella_enterica
4907,Bacteroides_fragilis
4908,Escherichia_coli
4909,Enterococcus_hirae
4910,Streptococcus_pneumoniae
4911,Enterococcus_hirae
4912,Escherichia_coli
4913,Streptococcus_pneumoniae
4914,Escherichia_fergusonii
4915,Streptococcus_pyogenes
4916,Salmonella_enterica
4917,Escherichia_coli
4918,Escherichia_coli
4919,Escherichia_fergusonii
4920,Enterococcus_hirae
4921,Klebsiella_pneumoniae
4922,Escherichia_fergusonii
4923,Streptococcus_pyogenes
4924,Streptococcus_pyogenes
4925,Salmonella_enterica
4926,Salmonella_enterica
4927,Escherichia_fergusonii
4928,Bacteroides_fragilis
4929,Streptococcus_pneumoniae
4930,Enterococcus_hirae
4931,Escherichia_coli
4932,Escherichia_coli
4933,Escherichia_fergusonii
4934,Escherichia_coli
4935,Salmonella_enterica
4936,Streptococcus_pneumoniae
4937,Bacteroides_fragilis
4938,Escherichia_coli
4939,Escherichia_coli
4940,Escherichia_coli
4941,Bacteroides_fragilis
4942,Bacteroides_fragilis
4943,Escherichia_fergusonii
4944,Escherichia_coli
4945,Bacteroides_fragilis
4946,Staphylococcus_aureus
4947,Escherichia_coli
4948,Escherichia_coli
4949,Salmonella_enterica
4950,Enterococcus_hirae
4951,Escherichia_coli
4952,Campylobacter_jejuni
4953,Bacteroides_fragilis
4954,Streptococcus_pyogenes
4955,Escherichia_coli
4956,Streptococcus_pneumoniae
4957,Enterococcus_hirae
4958,Streptococcus_pneumoniae
4959,Escherichia_coli
4960,Enterococcus_hirae
4961,Bacteroides_fragilis
4962,Salmonella_enterica
4963,Streptococcus_pyogenes
4964,Streptococcus_pneumoniae
4965,Staphylococcus_aureus
4966,Streptococcus_pyogenes
4967,Campylobacter_jejuni
4968,Staphylococcus_aureus
4969,Klebsiella_pneumoniae
4970,Streptococcus_pyogenes
4971,Streptococcus_pneumoniae
4972,Enterococcus_hirae
4973,Staphylococcus_aureus
4974,Salmonella_enterica
4975,Escherichia_fergusonii
4976,Streptococcus_pneumoniae
4977,Escherichia_coli
4978,Escherichia_fergusonii
4979,Streptococcus_pneumoniae
4980,Bacteroides_fragilis
4981,Enterococcus_hirae
4982,Bacteroides_fragilis
4983,Escherichia_fergusonii
4984,Streptococcus_pyogenes
4985,Bacteroides_fragilis
4986,Escherichia_fergusonii
4987,Streptococcus_pneumoniae
4988,Bacteroides_fragilis
4989,Salmonella_enterica
4990,Streptococcus_pneumoniae
4991,Bacteroides_fragilis
4992,Bacteroides_fragilis
4993,Escherichia_fergusonii
4994,Escherichia_coli
4995,Enterococcus_hirae
4996,Bacteroides_fragilis
4997,Escherichia_fergusonii
4998,Enterococcus_hirae
4999,Escherichia_coli
5000,Streptococcus_pneumoniae
5001,Bacteroides_fragilis
5002,Streptococcus_pyogenes
5003,Bacteroides_fragilis
5004,Enterococcus_hirae
5005,Staphylococcus_aureus
5006,Enterococcus_hirae
5007,Campylobacter_jejuni
5008,Streptococcus_pyogenes
5009,Streptococcus_pyogenes
5010,Enterococcus_hirae
5011,Bacteroides_fragilis
5012,Enterococcus_hirae
5013,Bacteroides_fragilis
5014,Bacteroides_fragilis
5015,Escherichia_fergusonii
5016,Escherichia_fergusonii
5017,Bacteroides_fragilis
5018,Salmonella_enterica
5019,Bacteroides_fragilis
5020,Bacteroides_fragilis
5021,Escherichia_coli
5022,Salmonella_enterica
5023,Escherichia_coli
5024,Streptococcus_pneumoniae
5025,Klebsiella_pneumoniae
5026,Streptococcus_pneumoniae
5027,Streptococcus_pyogenes
5028,Bacteroides_fragilis
5029,Streptococcus_pyogenes
5030,Salmonella_enterica
